,iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
14867,IND,Asia,India,737424,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14868,IND,Asia,India,737425,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14869,IND,Asia,India,737426,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14870,IND,Asia,India,737427,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14871,IND,Asia,India,737428,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14872,IND,Asia,India,737429,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14873,IND,Asia,India,737430,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14874,IND,Asia,India,737431,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14875,IND,Asia,India,737432,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14876,IND,Asia,India,737433,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14877,IND,Asia,India,737434,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14878,IND,Asia,India,737435,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14879,IND,Asia,India,737436,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14880,IND,Asia,India,737437,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14881,IND,Asia,India,737438,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14882,IND,Asia,India,737439,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14883,IND,Asia,India,737440,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14884,IND,Asia,India,737441,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14885,IND,Asia,India,737442,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14886,IND,Asia,India,737443,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14887,IND,Asia,India,737444,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14888,IND,Asia,India,737445,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14889,IND,Asia,India,737446,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14890,IND,Asia,India,737447,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14891,IND,Asia,India,737448,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,0,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14892,IND,Asia,India,737449,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,5.56,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14893,IND,Asia,India,737450,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14894,IND,Asia,India,737451,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14895,IND,Asia,India,737452,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14896,IND,Asia,India,737453,0,0,0,0,0,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14897,IND,Asia,India,737454,1,1,0,0,0.001,0.001,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14898,IND,Asia,India,737455,1,0,0,0,0.001,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14899,IND,Asia,India,737456,1,0,0,0,0.001,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14900,IND,Asia,India,737457,2,1,0,0,0.001,0.001,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14901,IND,Asia,India,737458,2,0,0,0,0.001,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14902,IND,Asia,India,737459,3,1,0,0,0.002,0.001,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14903,IND,Asia,India,737460,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14904,IND,Asia,India,737461,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14905,IND,Asia,India,737462,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14906,IND,Asia,India,737463,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14907,IND,Asia,India,737464,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14908,IND,Asia,India,737465,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14909,IND,Asia,India,737466,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14910,IND,Asia,India,737467,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14911,IND,Asia,India,737468,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14912,IND,Asia,India,737469,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14913,IND,Asia,India,737470,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14914,IND,Asia,India,737471,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14915,IND,Asia,India,737472,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14916,IND,Asia,India,737473,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14917,IND,Asia,India,737474,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14918,IND,Asia,India,737475,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14919,IND,Asia,India,737476,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14920,IND,Asia,India,737477,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14921,IND,Asia,India,737478,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14922,IND,Asia,India,737479,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14923,IND,Asia,India,737480,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14924,IND,Asia,India,737481,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14925,IND,Asia,India,737482,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14926,IND,Asia,India,737483,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
14927,IND,Asia,India,737484,3,0,0,0,0.002,0,0,0,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
